,Unnamed: 0,Survived,Pclass,Age,SibSp,Parch,Fare,Gender,Embarked
149,149,0,2,2,0,0,1,0,0
150,150,0,2,3,0,0,1,0,0
151,151,1,1,1,1,0,3,1,0
152,152,0,3,3,0,0,1,0,0
153,153,0,3,2,0,2,2,0,0
154,154,0,3,1,0,0,0,0,0
155,155,0,1,3,0,1,3,0,1
156,156,1,3,0,0,0,0,1,2
157,157,0,3,1,0,0,1,0,0
158,158,0,3,1,0,0,1,0,0
159,159,0,3,1,8,2,3,0,0
160,160,0,3,2,0,1,2,0,0
161,161,1,2,2,0,0,2,1,0
162,162,0,3,1,0,0,0,0,0
163,163,0,3,1,0,0,1,0,0
164,164,0,3,0,4,1,3,0,0
165,165,1,3,0,0,2,2,0,0
166,166,1,1,2,0,1,3,1,0
167,167,0,3,2,1,4,2,1,0
168,168,0,1,1,0,0,2,0,0
169,169,0,3,1,0,0,3,0,0
170,170,0,1,3,0,0,3,0,0
171,171,0,3,0,4,1,2,0,2
172,172,1,3,0,1,1,1,1,0
173,173,0,3,1,0,0,1,0,0
174,174,0,1,3,0,0,2,0,1
175,175,0,3,1,1,1,0,0,0
176,176,0,3,1,3,1,2,0,0
177,177,0,1,3,0,0,2,1,1
178,178,0,2,1,0,0,1,0,0
179,179,0,3,2,0,0,0,0,0
180,180,0,3,1,8,2,3,1,0
181,181,0,2,1,0,0,2,0,1
182,182,0,3,0,4,2,3,0,0
183,183,1,2,0,2,1,3,0,0
184,184,1,3,0,0,2,2,1,0
185,185,0,1,1,0,0,3,0,0
186,186,1,3,1,1,0,2,1,2
187,187,1,1,2,0,0,2,0,0
188,188,0,3,2,1,1,2,0,2
189,189,0,3,2,0,0,0,0,0
190,190,1,2,1,0,0,1,1,0
191,191,0,2,1,0,0,1,0,0
192,192,1,3,1,1,0,0,1,0
193,193,1,2,0,1,1,2,0,0
194,194,1,1,2,0,0,2,1,1
195,195,1,1,3,0,0,3,1,1
196,196,0,3,1,0,0,0,0,2
197,197,0,3,2,0,1,1,0,0
198,198,1,3,2,0,0,0,1,2
199,199,0,2,1,0,0,1,1,0
200,200,0,3,1,0,0,1,0,0
201,201,0,3,2,8,2,3,0,0
202,202,0,3,2,0,0,0,0,0
203,203,0,3,2,0,0,0,0,1
204,204,1,3,1,0,0,1,0,0
205,205,0,3,0,0,1,1,1,0
206,206,0,3,1,1,0,2,0,0
207,207,1,3,1,0,0,2,0,1
208,208,1,3,0,0,0,0,1,2
209,209,1,1,2,0,0,2,0,1
210,210,0,3,1,0,0,0,0,0
211,211,1,2,2,0,0,2,1,0
212,212,0,3,1,0,0,0,0,0
213,213,0,2,1,0,0,1,0,0
214,214,0,3,1,1,0,0,0,2
215,215,1,1,1,1,0,3,1,1
216,216,1,3,1,0,0,1,1,0
217,217,0,2,2,1,0,2,0,0
218,218,1,1,1,0,0,3,1,1
219,219,0,2,1,0,0,1,0,0
220,220,1,3,0,0,0,1,0,0
221,221,0,2,1,0,0,1,0,0
222,222,0,3,3,0,0,1,0,0
223,223,0,3,2,0,0,0,0,0
224,224,1,1,2,1,0,3,0,0
225,225,0,3,1,0,0,1,0,0
226,226,1,2,1,0,0,1,0,0
227,227,0,3,1,0,0,0,0,0
228,228,0,2,1,0,0,1,0,0
229,229,0,3,1,3,1,2,1,0
230,230,1,1,2,1,0,3,1,0
231,231,0,3,1,0,0,0,0,0
232,232,0,2,3,0,0,1,0,0
233,233,1,3,0,4,2,3,1,0
234,234,0,2,1,0,0,1,0,0
235,235,0,3,1,0,0,0,1,0
236,236,0,2,2,1,0,2,0,0
237,237,1,2,0,0,2,2,1,0
238,238,0,2,1,0,0,1,0,0
239,239,0,2,2,0,0,1,0,0
240,240,0,3,1,1,0,2,1,1
241,241,1,3,2,1,0,2,1,2
242,242,0,2,1,0,0,1,0,0
243,243,0,3,1,0,0,0,0,0
244,244,0,3,1,0,0,0,0,1
245,245,0,1,2,2,0,3,0,2
246,246,0,3,1,0,0,0,1,0
247,247,1,2,1,0,2,2,1,0
248,248,1,1,2,1,1,3,0,0
249,249,0,2,3,1,0,2,0,0
250,250,0,3,2,0,0,0,0,0
251,251,0,3,1,1,1,1,1,0
252,252,0,1,3,0,0,2,0,0
253,253,0,3,1,1,0,2,0,0
254,254,0,3,2,0,2,2,1,0
255,255,1,3,1,0,2,2,1,1
256,256,1,1,1,0,0,3,1,1
257,257,1,1,1,0,0,3,1,0
258,258,1,1,2,0,0,2,1,1
259,259,1,2,3,0,1,2,1,0
260,260,0,3,1,0,0,0,0,2
261,261,1,3,0,4,2,3,0,0
262,262,0,1,3,1,1,3,0,0
263,263,0,1,2,0,0,0,0,0
264,264,0,3,2,0,0,0,1,2
265,265,0,2,2,0,0,1,0,0
266,266,0,3,0,4,1,3,0,0
267,267,1,3,1,1,0,0,0,0
268,268,1,1,3,0,1,3,1,0
269,269,1,1,2,0,0,3,1,0
270,270,0,1,2,0,0,2,0,0
271,271,1,3,1,0,0,0,0,0
272,272,1,2,2,0,1,2,1,0
273,273,0,1,2,0,1,2,0,1
274,274,1,3,2,0,0,0,1,2
275,275,1,1,3,1,0,3,1,0
276,276,0,3,2,0,0,0,1,0
277,277,0,2,1,0,0,0,0,0
278,278,0,3,0,4,1,2,0,2
279,279,1,3,2,1,1,2,1,0
280,280,0,3,4,0,0,0,0,2
281,281,0,3,1,0,0,0,0,0
282,282,0,3,0,0,0,1,0,0
283,283,1,3,1,0,0,1,0,0
284,284,0,1,1,0,0,2,0,0
285,285,0,3,2,0,0,1,0,1
286,286,1,3,1,0,0,1,0,0
287,287,0,3,1,0,0,0,0,0
288,288,1,2,2,0,0,1,0,0
289,289,1,3,1,0,0,0,1,2
290,290,1,1,1,0,0,3,1,0
291,291,1,1,1,1,0,3,1,1
292,292,0,2,2,0,0,1,0,1
293,293,0,3,1,0,0,1,1,0
294,294,0,3,1,0,0,0,0,0
295,295,0,1,1,0,0,2,0,1
296,296,0,3,1,0,0,0,0,1
297,297,0,1,0,1,2,3,1,0
298,298,1,1,1,0,0,2,0,0
299,299,1,1,3,0,1,3,1,1
300,300,1,3,2,0,0,0,1,2
301,301,1,3,1,2,0,2,0,2
302,302,0,3,1,0,0,0,0,0
303,303,1,2,1,0,0,1,1,2
304,304,0,3,1,0,0,1,0,0
305,305,1,1,0,1,2,3,0,0
306,306,1,1,1,0,0,3,1,1
307,307,1,1,1,1,0,3,1,1
308,308,0,2,1,1,0,2,0,1
309,309,1,1,1,0,0,3,1,1
310,310,1,1,1,0,0,3,1,1
311,311,1,1,1,2,2,3,1,1
312,312,0,2,1,1,1,2,1,0
313,313,0,3,1,0,0,0,0,0
314,314,0,2,2,1,1,2,0,0
315,315,1,3,1,0,0,0,1,0
316,316,1,2,1,1,0,2,1,0
317,317,0,2,3,0,0,1,0,0
318,318,1,1,1,0,2,3,1,0
319,319,1,1,2,1,1,3,1,1
320,320,0,3,1,0,0,0,0,0
321,321,0,3,1,0,0,0,0,0
322,322,1,2,1,0,0,1,1,2
323,323,1,2,1,1,1,2,1,0
324,324,0,3,1,8,2,3,0,0
325,325,1,1,2,0,0,3,1,1
326,326,0,3,3,0,0,0,0,0
327,327,1,2,2,0,0,1,1,0
328,328,1,3,1,1,1,2,1,0
329,329,1,1,0,0,1,3,1,1
330,330,1,3,1,2,0,2,1,2
331,331,0,1,2,0,0,2,0,0
332,332,0,1,2,0,1,3,0,0
333,333,0,3,0,2,0,2,0,0
334,334,1,1,1,1,0,3,1,0
335,335,0,3,1,0,0,0,0,0
336,336,0,1,1,1,0,3,0,0
337,337,1,1,2,0,0,3,1,1
338,338,1,3,2,0,0,1,0,0
339,339,0,1,2,0,0,3,0,0
340,340,1,2,0,1,1,2,0,0
341,341,1,1,1,3,2,3,1,0
342,342,0,2,1,0,0,1,0,0
343,343,0,2,1,0,0,1,0,0
344,344,0,2,2,0,0,1,0,0
345,345,1,2,1,0,0,1,1,0
346,346,1,2,2,0,0,1,1,0
347,347,1,3,2,1,0,2,1,0
348,348,1,3,0,1,1,2,0,0
349,349,0,3,2,0,0,1,0,0
350,350,0,3,1,0,0,1,0,0
351,351,0,1,2,0,0,3,0,0
352,352,0,3,0,1,1,0,0,1
353,353,0,3,1,1,0,2,0,0
354,354,0,3,1,0,0,0,0,1
355,355,0,3,1,0,0,1,0,0
356,356,1,1,1,0,1,3,1,0
357,357,0,2,2,0,0,1,1,0
358,358,1,3,1,0,0,0,1,2
359,359,1,3,1,0,0,0,1,2
360,360,0,3,2,1,4,2,0,0
361,361,0,2,1,1,0,2,0,1
362,362,0,3,2,0,1,2,1,1
363,363,0,3,2,0,0,0,0,0
364,364,0,3,1,1,0,2,0,2
365,365,0,3,1,0,0,0,0,0
366,366,1,1,3,1,0,3,1,1
367,367,1,3,1,0,0,0,1,1
368,368,1,3,1,0,0,0,1,2
369,369,1,1,1,0,0,3,1,1
370,370,1,1,1,1,0,3,0,1
371,371,0,3,1,1,0,0,0,0
372,372,0,3,1,0,0,1,0,0
373,373,0,1,1,0,0,3,0,1
374,374,0,3,0,3,1,2,1,0
375,375,1,1,1,1,0,3,1,1
376,376,1,3,1,0,0,0,1,0
377,377,0,1,1,0,2,3,0,1
378,378,0,3,1,0,0,0,0,1
379,379,0,3,1,0,0,0,0,0
380,380,1,1,2,0,0,3,1,1
381,381,1,3,0,0,2,2,1,1
382,382,0,3,1,0,0,1,0,0
383,383,1,1,2,1,0,3,1,0
384,384,0,3,2,0,0,0,0,0
385,385,0,2,1,0,0,3,0,0
386,386,0,3,0,5,2,3,0,0
387,387,1,2,2,0,0,1,1,0
388,388,0,3,1,0,0,0,0,2
389,389,1,2,1,0,0,1,1,1
390,390,1,1,2,1,2,3,0,0
391,391,1,3,1,0,0,0,0,0
392,392,0,3,1,2,0,1,0,0
393,393,1,1,1,1,0,3,1,1
394,394,1,3,1,0,2,2,1,0
395,395,0,3,1,0,0,0,0,0
396,396,0,3,1,0,0,0,1,0
397,397,0,2,2,0,0,2,0,0
398,398,0,2,1,0,0,1,0,0
399,399,1,2,1,0,0,1,1,0
400,400,1,3,2,0,0,1,0,0
401,401,0,3,1,0,0,1,0,0
402,402,0,3,1,1,0,1,1,0
403,403,0,3,1,1,0,2,0,0
404,404,0,3,1,0,0,1,1,0
405,405,0,2,2,1,0,2,0,0
406,406,0,3,3,0,0,0,0,0
407,407,1,2,0,1,1,2,0,0
408,408,0,3,1,0,0,0,0,0
409,409,0,3,2,3,1,2,1,0
410,410,0,3,1,0,0,0,0,0
411,411,0,3,1,0,0,0,0,2
412,412,1,1,2,1,0,3,1,2
413,413,0,2,2,0,0,0,0,0
414,414,1,3,2,0,0,1,0,0
415,415,0,3,1,0,0,1,1,0
416,416,1,2,2,1,1,3,1,0
417,417,1,2,1,0,2,1,1,0
418,418,0,2,1,0,0,1,0,0
419,419,0,3,0,0,2,2,1,0
420,420,0,3,1,0,0,0,0,1
421,421,0,3,1,0,0,0,0,2
422,422,0,3,1,0,0,0,0,0
423,423,0,3,1,1,1,1,1,0
424,424,0,3,1,1,1,2,0,0
425,425,0,3,2,0,0,0,0,0
426,426,1,2,1,1,0,2,1,0
427,427,1,2,1,0,0,2,1,0
428,428,0,3,2,0,0,0,0,2
429,429,1,3,1,0,0,1,0,0
430,430,1,1,1,0,0,2,0,0
431,431,1,3,1,1,0,2,1,0
432,432,1,2,2,1,0,2,1,0
433,433,0,3,1,0,0,0,0,0
434,434,0,1,3,1,0,3,0,0
435,435,1,1,0,1,2,3,1,0
436,436,0,3,1,2,2,3,1,0
437,437,1,2,1,2,3,2,1,0
438,438,0,1,3,1,4,3,0,0
439,439,0,2,1,0,0,1,0,0
440,440,1,2,2,1,1,2,1,0
441,441,0,3,1,0,0,1,0,0
442,442,0,3,1,1,0,0,0,0
443,443,1,2,1,0,0,1,1,0
444,444,1,3,2,0,0,1,0,0
445,445,1,1,0,0,2,3,0,0
446,446,1,2,0,0,1,2,1,0
447,447,1,1,2,0,0,2,0,0
448,448,1,3,0,2,1,2,1,1
449,449,1,1,3,0,0,2,0,0
450,450,0,2,2,1,2,2,0,0
451,451,0,3,1,1,0,2,0,0
452,452,0,1,1,0,0,2,0,1
453,453,1,1,3,1,0,3,0,1
454,454,0,3,1,0,0,1,0,0
455,455,1,3,1,0,0,0,0,1
456,456,0,1,4,0,0,2,0,0
457,457,1,1,1,1,0,3,1,0
458,458,1,2,3,0,0,1,1,0
459,459,0,3,2,0,0,0,0,2
460,460,1,1,2,0,0,2,0,0
461,461,0,3,2,0,0,1,0,0
462,462,0,1,2,0,0,3,0,0
463,463,0,2,2,0,0,1,0,0
464,464,0,3,1,0,0,1,0,0
465,465,0,3,2,0,0,0,0,0
466,466,0,2,1,0,0,0,0,0
467,467,0,1,3,0,0,2,0,0
468,468,0,3,1,0,0,0,0,2
469,469,1,3,0,2,1,2,1,1
470,470,0,3,2,0,0,0,0,0
471,471,0,3,2,0,0,1,0,0
472,472,1,2,2,1,2,2,1,0
473,473,1,2,1,0,0,1,1,1
474,474,0,3,1,0,0,1,1,0
475,475,0,1,1,0,0,3,0,0
476,476,0,2,2,1,0,2,0,0
477,477,0,3,1,1,0,0,0,0
478,478,0,3,1,0,0,0,0,0
479,479,1,3,0,0,1,1,1,0
480,480,0,3,0,5,2,3,0,0
481,481,0,2,1,0,0,0,0,0
482,482,0,3,3,0,0,1,0,0
483,483,1,3,3,0,0,1,1,0
484,484,1,1,1,1,0,3,0,1
485,485,0,3,2,3,1,2,1,0
486,486,1,1,2,1,0,3,1,0
487,487,0,1,3,0,0,2,0,1
488,488,0,3,1,0,0,1,0,0
489,489,1,3,0,1,1,2,0,0
490,490,0,3,1,1,0,2,0,0
491,491,0,3,1,0,0,0,0,0
492,492,0,1,3,0,0,2,0,0
493,493,0,1,4,0,0,3,0,1
494,494,0,3,1,0,0,1,0,0
495,495,0,3,2,0,0,2,0,1
496,496,1,1,3,1,0,3,1,1
497,497,0,3,1,0,0,2,0,0
498,498,0,1,1,1,2,3,1,0
499,499,0,3,1,0,0,0,0,0
500,500,0,3,1,0,0,1,0,0
501,501,0,3,1,0,0,0,1,2
502,502,0,3,2,0,0,0,1,2
503,503,0,3,2,0,0,1,1,0
504,504,1,1,0,0,0,3,1,0
505,505,0,1,1,1,0,3,0,1
506,506,1,2,2,0,2,2,1,0
507,507,1,1,1,0,0,2,0,0
508,508,0,3,1,0,0,2,0,0
509,509,1,3,1,0,0,3,0,0
510,510,1,3,1,0,0,0,0,2
511,511,0,3,2,0,0,1,0,0
512,512,1,1,2,0,0,2,0,0
513,513,1,1,3,1,0,3,1,1
514,514,0,3,1,0,0,0,0,0
515,515,0,1,2,0,0,3,0,0
516,516,1,2,2,0,0,1,1,0
517,517,0,3,1,0,0,2,0,2
518,518,1,2,2,1,0,2,1,0
519,519,0,3,1,0,0,0,0,0
520,520,1,1,1,0,0,3,1,0
521,521,0,3,1,0,0,0,0,0
522,522,0,3,2,0,0,0,0,1
523,523,1,1,2,0,1,3,1,1
524,524,0,3,2,0,0,0,0,1
525,525,0,3,2,0,0,0,0,2
526,526,1,2,3,0,0,1,1,0
527,527,0,1,1,0,0,3,0,0
528,528,0,3,2,0,0,1,0,0
529,529,0,2,1,2,1,1,0,0
530,530,1,2,0,1,1,2,1,0
531,531,0,3,1,0,0,0,0,1
532,532,0,3,1,1,1,0,0,1
533,533,1,3,1,0,2,2,1,1
534,534,0,3,1,0,0,1,1,0
535,535,1,2,0,0,2,2,1,0
536,536,0,1,2,0,0,2,0,0
537,537,1,1,1,0,0,3,1,1
538,538,0,3,1,0,0,2,0,0
539,539,1,1,1,0,2,3,1,1
540,540,1,1,2,0,2,3,1,0
541,541,0,3,0,4,2,3,1,0
542,542,0,3,0,4,2,3,1,0
543,543,1,2,1,1,0,2,0,0
544,544,0,1,3,1,0,3,0,1
545,545,0,1,3,0,0,2,0,0
546,546,1,2,1,1,0,2,1,0
547,547,1,2,1,0,0,1,0,1
548,548,0,3,2,1,1,2,0,0
549,549,1,2,0,1,1,3,0,0
550,550,1,1,1,0,2,3,0,1
551,551,0,2,1,0,0,2,0,0
552,552,0,3,2,0,0,0,0,2
553,553,1,3,1,0,0,0,0,1
554,554,1,3,1,0,0,0,1,0
555,555,0,1,3,0,0,2,0,0
556,556,1,1,2,1,0,3,1,1
557,557,0,1,1,0,0,3,0,1
558,558,1,1,2,1,1,3,1,0
559,559,1,3,2,1,0,2,1,0
560,560,0,3,1,0,0,0,0,2
561,561,0,3,2,0,0,0,0,0
562,562,0,2,1,0,0,1,0,0
563,563,0,3,1,0,0,1,0,0
564,564,0,3,2,0,0,1,1,0
565,565,0,3,1,2,0,2,0,0
566,566,0,3,1,0,0,0,0,0
567,567,0,3,1,0,4,2,1,0
568,568,0,3,2,0,0,0,0,1
569,569,1,3,1,0,0,0,0,0
570,570,1,2,3,0,0,1,0,0
571,571,1,1,3,2,0,3,1,0
572,572,1,1,2,0,0,2,0,0
573,573,1,3,2,0,0,0,1,2
574,574,0,3,0,0,0,1,0,0
575,575,0,3,1,0,0,2,0,0
576,576,1,2,2,0,0,1,1,0
577,577,1,1,2,1,0,3,1,0
578,578,0,3,0,1,0,2,1,1
579,579,1,3,1,0,0,1,0,0
580,580,1,2,1,1,1,2,1,0
581,581,1,1,2,1,1,3,1,1
582,582,0,2,3,0,0,2,0,0
583,583,0,1,2,0,0,3,0,1
584,584,0,3,2,0,0,1,0,1
585,585,1,1,1,0,2,3,1,0
586,586,0,2,2,0,0,2,0,0
587,587,1,1,3,1,1,3,0,1
588,588,0,3,1,0,0,1,0,0
589,589,0,3,1,0,0,1,0,0
590,590,0,3,2,0,0,0,0,0
591,591,1,1,3,1,0,3,1,1
592,592,0,3,2,0,0,0,0,0
593,593,0,3,1,0,2,0,1,2
594,594,0,2,2,1,0,2,0,0
595,595,0,3,2,1,1,2,0,0
596,596,1,2,0,0,0,3,1,0
597,597,0,3,3,0,0,0,0,0
598,598,0,3,1,0,0,0,0,1
599,599,1,1,3,1,0,3,0,1
600,600,1,2,1,2,1,2,1,0
601,601,0,3,2,0,0,0,0,0
602,602,0,1,2,0,0,3,0,0
603,603,0,3,2,0,0,1,0,0
604,604,1,1,2,0,0,2,0,1
605,605,0,3,2,1,0,2,0,0
606,606,0,3,1,0,0,0,0,0
607,607,1,1,1,0,0,2,0,0
608,608,1,2,1,1,2,3,1,1
609,609,1,1,2,0,0,3,1,0
610,610,0,3,2,1,5,3,1,0
611,611,0,3,1,0,0,0,0,0
612,612,1,3,1,1,0,2,1,2
613,613,0,3,1,0,0,0,0,2
614,614,0,3,2,0,0,1,0,0
615,615,1,2,1,1,2,3,1,0
616,616,0,3,2,1,1,1,0,0
617,617,0,3,1,1,0,2,1,0
618,618,1,2,0,2,1,3,1,0
619,619,0,2,1,0,0,1,0,0
620,620,0,3,1,1,0,2,0,1
621,621,1,1,2,1,0,3,0,0
622,622,1,3,1,1,1,2,0,1
623,623,0,3,1,0,0,0,0,0
624,624,0,3,1,0,0,2,0,0
625,625,0,1,3,0,0,3,0,0
626,626,0,2,3,0,0,1,0,2
627,627,1,1,1,0,0,3,1,0
628,628,0,3,1,0,0,0,0,0
629,629,0,3,2,0,0,0,0,2
630,630,1,1,4,0,0,2,0,0
631,631,0,3,3,0,0,0,0,0
632,632,1,1,1,0,0,2,0,1
633,633,0,1,1,0,0,0,0,0
634,634,0,3,0,3,2,2,1,0
635,635,1,2,1,0,0,1,1,0
636,636,0,3,1,0,0,1,0,0
637,637,0,2,1,1,1,2,0,0
638,638,0,3,2,0,5,3,1,0
639,639,0,3,0,1,0,2,0,0
640,640,0,3,1,0,0,0,0,0
641,641,1,1,1,0,0,3,1,1
642,642,0,3,0,3,2,2,1,0
643,643,1,3,1,0,0,3,0,0
644,644,1,3,0,2,1,2,1,1
645,645,1,1,2,1,0,3,0,1
646,646,0,3,1,0,0,0,0,0
647,647,1,1,3,0,0,3,0,1
648,648,0,3,0,0,0,0,0,0
649,649,1,3,1,0,0,0,1,0
650,650,0,3,2,0,0,0,0,0
651,651,1,2,1,0,1,2,1,0
652,652,0,3,1,0,0,1,0,0
653,653,1,3,2,0,0,0,1,2
654,654,0,3,1,0,0,0,1,2
655,655,0,2,1,2,0,3,0,0
656,656,0,3,1,0,0,0,0,0
657,657,0,3,1,1,1,2,1,2
658,658,0,2,1,0,0,1,0,0
659,659,0,1,3,0,2,3,0,1
660,660,1,1,3,2,0,3,0,0
661,661,0,3,2,0,0,0,0,1
662,662,0,1,2,0,0,2,0,0
663,663,0,3,2,0,0,0,0,0
664,664,1,3,1,1,0,1,0,0
665,665,0,2,1,2,0,3,0,0
666,666,0,2,1,0,0,1,0,0
667,667,0,3,2,0,0,0,0,0
668,668,0,3,2,0,0,1,0,0
669,669,1,1,1,1,0,3,1,0
670,670,1,2,2,1,1,3,1,0
671,671,0,1,1,1,0,3,0,0
672,672,0,2,4,0,0,1,0,0
673,673,1,2,1,0,0,1,0,0
674,674,0,2,1,0,0,0,0,0
675,675,0,3,1,0,0,0,0,0
676,676,0,3,1,0,0,1,0,0
677,677,1,3,1,0,0,1,1,0
678,678,0,3,2,1,6,3,1,0
679,679,1,1,2,0,1,2,0,1
680,680,0,3,1,0,0,1,1,2
681,681,1,1,1,0,0,3,0,1
682,682,0,3,1,0,0,1,0,0
683,683,0,3,0,5,2,3,0,0
684,684,0,2,3,1,1,3,0,0
685,685,0,2,1,1,2,3,0,1
686,686,0,3,0,4,1,3,0,0
687,687,0,3,1,0,0,1,0,0
688,688,0,3,1,0,0,0,0,0
689,689,1,1,0,0,1,3,1,0
690,690,1,1,1,1,0,3,0,0
691,691,1,3,0,0,1,1,1,1
692,692,1,3,1,0,0,3,0,0
693,693,0,3,1,0,0,0,0,1
694,694,0,1,3,0,0,2,0,0
